Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
CDC42,956.9701,370.37415,718.01306,587.6941,2086.8604,835.5466,731.51196,741.8599,423.8719,1298.4403,1070.35,1020.43243,501.98846,720.4665,301.91928,1147.394,834.0099,2151.129,687.95123,355.34457,341.59088,1069.6033,1109.7507,693.71497,470.06873,866.02106,611.30536,1129.5908,1149.1189,498.05176,1243.7709,1994.4417,1257.7042,862.95776,1377.1609,752.7029,1320.2153,1105.2275,322.91327,666.71497,242.57047,531.21185,359.03394,469.31876,1176.1561,596.54266,650.3275,911.21484,1156.7986,663.98676,829.01355,444.07532,436.1821,877.1125,379.58636,2789.834,337.96014,572.2025,608.51294,854.1431,775.3302,1222.4607,506.77927,508.00684,1138.5464,1316.4944,1219.2208,490.00967,373.2743,279.896,1596.3109,174.41025,614.3289,471.01642,1034.4329,611.6218,608.28546,626.54987,449.97012,522.95056,496.0951,1135.3615,822.20764,731.2092,1421.9248,770.32056,1435.7803,824.02716,505.307,687.08795,1030.4647,502.0382,879.98804,996.77325,838.46277,723.26056,433.98282,623.322,1207.9299,1829.1721,1005.902,304.9846,1062.2804,633.288,905.6732,17442.96
ZNF436-AS1,51.731182,19.535227,36.101322,32.21742,102.00728,38.397915,37.931786,32.024612,21.293272,62.39406,52.986664,47.115234,34.15621,44.741306,24.705532,36.69812,32.270687,92.84296,26.862488,13.328047,21.778746,53.10808,61.660233,32.782528,23.256794,40.10985,31.963772,53.9198,57.49414,22.875479,62.56501,84.92423,55.95256,37.47358,68.17654,37.37188,64.54119,52.65217,19.911312,32.218067,12.738752,20.556395,14.147528,24.214615,52.604633,38.959465,29.585634,54.993958,70.07198,33.125698,39.851467,23.3096,18.267916,41.548103,17.01473,134.0149,18.567131,24.491245,23.722237,37.72805,35.272705,58.25077,28.244513,24.41081,54.92208,48.239834,62.15243,19.691744,14.783038,12.167383,71.71219,8.240004,30.5597,17.149633,53.083637,35.86364,35.11237,32.05008,18.647099,28.658352,21.086357,50.460453,34.8108,29.815792,96.126396,40.625957,85.642944,41.839294,17.75115,33.87245,51.00215,28.499588,50.845627,62.82805,36.97885,36.46756,22.355225,31.261154,62.738934,90.002174,56.074333,14.289331,45.440113,31.179993,38.824165,813.22076
ID3,799.10767,218.76558,469.43,371.66986,1614.029,619.35455,706.45105,491.76666,528.7895,892.52966,903.7937,609.9729,353.2657,547.5037,233.0108,768.05884,2034.5833,2506.0305,617.057,309.7113,209.52838,986.49884,703.3153,582.83527,446.82205,493.7668,509.6712,993.87683,820.607,310.09924,1191.6545,1358.3813,766.3842,1013.80963,1845.9795,838.98926,1190.8021,1363.2977,250.57625,530.21643,322.5028,333.0758,231.49815,528.07465,1136.644,732.73663,366.79822,672.7712,723.0452,342.14398,525.70483,380.9286,346.24167,714.37463,282.59006,2819.8108,220.74089,458.45966,368.4859,546.0272,702.9526,910.2058,336.3893,372.1753,972.8655,985.76514,742.2513,461.1282,284.74078,261.76846,2051.237,113.58784,441.84875,351.72357,801.75574,338.44757,426.4319,359.857,671.1817,429.27856,461.3697,716.453,1803.9576,641.69183,798.8,534.6348,1038.6453,595.348,315.80627,792.26135,839.9277,416.6919,791.7541,994.3118,766.5739,468.73312,560.4703,488.44543,755.68396,1256.8757,635.5354,427.925,799.58435,507.4858,783.1725,12890.626
FUCA1,52.70353,17.27023,35.124847,27.727985,102.04567,38.083206,40.513733,35.60462,29.332607,68.326935,52.45587,50.789722,22.740849,38.17087,15.498357,73.16455,39.702076,114.51885,31.613792,15.882494,19.394209,51.17132,52.988297,36.34478,31.814997,43.054386,27.764688,53.833954,61.630608,22.813776,59.988434,101.730774,65.13188,45.027054,67.62088,40.048206,59.950203,62.683754,15.78256,31.173548,13.913472,20.776045,18.427673,28.858454,62.623543,28.397917,30.652979,41.27992,69.91937,30.010242,40.75401,16.103264,15.376446,42.17022,16.621452,139.78784,11.6681595,29.165615,25.123001,38.997612,36.199165,57.952698,25.800426,24.785566,54.381023,66.05389,61.286385,22.290436,14.092136,15.897402,90.54196,8.544553,20.850756,23.838133,42.547775,29.28917,30.439152,25.473404,20.573145,22.668545,27.749939,50.18656,35.689095,37.14639,70.353806,30.865044,62.46361,40.626167,20.606012,32.664387,46.816605,23.391115,44.461292,50.67109,38.23188,33.55564,56.038322,30.499594,57.424232,76.74447,51.870335,14.75765,47.224026,35.7499,37.872597,812.4719
RSRP1,320.14682,126.79794,243.4177,202.65556,687.5431,263.08548,242.02551,238.96776,160.09631,458.8573,335.77075,349.8732,185.97331,247.05426,109.661446,364.11542,279.7174,698.07733,229.18437,121.96303,118.72861,356.71997,381.79547,239.37643,164.47836,261.30008,205.83717,374.74402,392.8368,163.76013,442.091,645.7347,403.1206,284.73083,484.06296,264.76782,452.62006,379.98166,116.949326,227.9001,92.07469,156.58463,129.98672,171.78323,403.13116,238.04681,224.96907,311.20453,450.32434,197.90346,288.78418,139.91588,131.28783,312.8797,131.17448,917.44965,109.8471,200.87921,209.45798,273.30167,245.08781,411.7743,186.39023,187.39583,358.3413,412.35693,420.98166,154.74023,121.08318,93.68398,544.5252,61.975338,193.99669,175.1996,350.04526,229.27998,202.8715,195.91716,133.95139,186.07405,167.4701,373.41327,273.88666,270.0593,486.60587,256.2457,470.9332,277.36407,152.59038,250.4267,377.83932,178.97577,349.67773,332.5833,287.07812,253.25365,166.56116,210.53069,404.81958,620.6595,375.3085,103.67998,363.55978,229.25357,301.80566,5805.5596
PAQR7,8.801368,5.455679,10.683404,14.297148,48.078964,18.404137,11.606002,11.321697,7.392295,27.612171,22.29019,19.97844,9.395868,20.025293,6.5873575,15.640086,15.615359,33.630646,13.767075,9.502061,8.37356,25.399601,26.634577,14.307468,10.209708,15.379413,18.062607,21.532965,23.866758,8.239425,22.91526,37.570747,24.290531,16.17518,19.47527,13.058109,30.243067,18.336039,5.132352,14.276099,2.4315314,12.841197,7.589984,6.506304,20.49411,13.410617,11.695888,16.110239,21.860914,19.929295,16.346485,6.8715067,8.712576,18.535805,4.897495,54.771015,5.6683598,11.673679,18.952232,18.133162,16.591658,29.850649,13.31023,6.3969965,20.015636,25.989304,25.233463,10.958011,5.957932,7.094586,37.40662,3.3606925,11.395569,10.482848,18.968445,9.228486,9.534055,15.868402,10.8961315,8.06758,6.931415,25.43777,19.901169,17.304207,19.581253,11.022684,42.878773,18.787184,7.4930606,11.2219,18.745747,8.237903,18.311342,15.8536625,19.278296,21.557274,7.2810063,15.991952,26.305887,36.119606,16.695856,3.3461208,19.669064,14.38849,17.431225,370.06955
STMN1,978.7942,383.63986,664.8235,664.63434,1963.587,787.7907,811.63794,699.5401,467.79282,1360.4757,969.8174,987.59344,594.2123,997.29706,437.07855,1314.7849,975.334,2522.1265,653.77014,390.65515,396.74536,1263.1022,1103.6174,622.1891,633.5863,879.90845,585.3582,1088.0806,1203.4995,501.60138,1169.1606,1738.1715,1115.7755,923.2476,1314.2311,760.3937,1302.1617,1189.3358,388.7968,678.5228,287.5846,468.52472,415.07025,656.8819,1151.7345,849.6963,698.3912,1082.7076,1307.0403,672.348,776.3009,442.18625,376.09863,942.9386,416.93585,2719.675,338.8282,558.68176,622.62354,765.8588,743.7079,1201.64,505.94458,501.2461,1104.2365,1167.4098,1107.4281,517.89435,340.80594,290.50433,1508.4479,181.90123,602.31494,566.5259,1216.3319,671.5712,587.3282,558.0049,439.74924,691.9718,514.6362,1040.9329,830.3574,852.51807,1388.1409,742.41895,1439.38,802.6541,420.8194,736.23035,1340.7831,530.6928,1003.86035,1007.80725,814.8644,677.339,701.78345,583.25525,1162.9695,1832.0863,992.099,346.43445,1048.8625,689.8731,868.24,16446.287
SH3BGRL3,1893.0908,763.251,1206.2435,1004.247,3582.2234,1371.3219,1301.1023,1186.6816,700.9028,2215.4219,1969.3483,1815.9729,897.6988,1335.6958,608.27124,2322.15,1688.8438,3709.617,1234.1498,596.77765,641.2749,1773.5099,2166.8718,1183.2235,1006.53925,2105.149,1225.128,2011.9608,1782.6846,951.4405,2373.7622,4307.7617,3381.6938,2068.2346,2224.191,1320.1969,2097.9944,1808.404,570.2501,1148.004,521.1044,858.95715,665.5388,813.7393,1887.5486,1106.181,1331.3177,1751.7446,2279.243,1180.315,1404.9128,689.1726,641.93744,1565.3008,656.51996,4839.6255,644.2129,1010.3848,1044.5469,1512.2395,1396.2008,2102.7646,945.67737,944.6529,1917.2809,3346.107,1962.8313,822.7542,629.2328,472.49396,3223.0718,296.52005,937.87915,992.45325,1783.103,1103.7834,1146.3507,1038.6477,707.7754,988.85144,878.5927,1814.9989,1460.0776,1353.7759,2734.5693,1235.4568,2535.0957,1375.9131,807.4618,1237.3054,1816.3635,923.26465,1706.0879,1804.0548,1447.6641,1215.8113,738.3526,1018.4483,2058.6865,2999.2231,2006.5173,562.49475,1821.1514,1168.6014,1540.6001,29422.559
CD52,321.00995,129.00946,166.74747,133.35071,475.70523,186.13991,179.97166,136.65154,116.718636,252.60316,250.80748,233.02992,126.20091,179.40292,85.49687,646.6937,304.77197,818.148,194.07855,116.0821,87.2764,223.92365,232.87262,208.52142,136.83275,524.1354,151.28517,209.87856,207.36014,171.16507,304.79324,909.00055,456.55466,287.56207,282.34512,150.90347,310.60922,271.05508,60.41011,156.0555,142.92862,80.406,89.32662,160.72327,341.04654,189.01517,193.67494,211.27516,322.59424,257.45267,189.93814,85.315445,110.06592,237.88275,81.485016,769.588,97.166824,144.40596,126.62228,158.41191,194.83063,296.64243,150.1487,112.47406,277.93558,939.77997,265.729,137.88301,96.547676,74.21638,600.07904,27.74049,132.37813,130.81213,221.05867,118.17516,130.8749,135.07326,94.6188,196.42465,96.92094,236.15009,202.31456,172.99097,1439.219,142.06015,375.56458,228.78676,115.525314,191.88718,337.42145,115.10841,361.1115,212.47824,177.8978,202.4265,86.26386,121.20876,253.65584,385.79352,250.61977,97.44251,196.12006,120.04455,189.60779,4009.5176
SYTL1,12.775436,3.11852,6.0416975,7.265192,19.342617,8.851241,8.433847,7.786163,3.4762359,10.211892,15.444241,9.13078,5.949839,11.095526,2.7414017,30.044016,26.400114,58.993,8.402919,4.5134788,4.3841667,10.722276,13.778427,9.451765,12.711834,22.170479,6.228095,15.3724575,20.7616,6.959732,11.833883,22.53345,13.184361,23.277533,15.684481,6.8278956,14.664279,9.815515,1.9881282,4.2720647,8.394341,3.6932385,3.839499,2.4176204,12.25217,3.2168458,4.9533634,10.76153,12.897209,4.910442,7.7467804,5.787976,4.695636,13.061267,3.478437,23.646046,1.6998469,3.620891,7.003619,9.935329,7.822023,13.127803,4.9325075,6.5755286,12.582526,17.0211,10.058962,4.8944745,5.5676594,6.149805,29.787039,2.3753514,8.176462,3.413844,9.309456,3.6639097,7.477751,6.729597,2.989501,6.245794,4.98856,14.839528,6.225141,6.3756914,7.7685575,8.239588,19.939846,12.277077,4.4638762,8.499296,15.739142,4.329244,7.399374,11.946189,7.9144707,6.051133,28.927813,7.8393416,12.363241,16.260298,10.653059,4.3055315,7.7872033,5.5862207,7.3701134,175.67282
IFI6,17.810007,8.110152,12.16915,10.619348,28.233454,8.230613,8.9762535,14.475334,7.7472935,16.041437,11.896287,14.53222,5.5553355,10.752549,5.8644958,23.533087,10.7928095,43.19848,13.624384,7.277333,8.241487,17.28239,19.364513,15.702892,10.166899,13.779226,8.757669,8.187243,10.828923,6.448245,18.659788,27.265589,17.291906,11.154261,22.82229,9.788032,18.173738,17.508377,4.9095125,12.757443,4.0788994,9.648932,7.8475485,8.267704,16.0308,10.851745,7.039241,17.926397,13.517711,11.021336,11.662831,5.698598,7.9384274,17.000502,4.2657886,37.545315,3.6284025,9.586639,6.80851,9.829604,15.171506,18.397633,8.149838,6.420736,16.715355,18.274054,17.46734,6.0431347,5.532794,6.222268,27.430214,2.045979,9.354709,5.79383,16.669874,10.311548,8.01828,11.751656,5.731403,7.6730137,7.739146,15.165979,13.536961,11.942752,19.847086,8.596295,17.367306,8.96641,6.9211464,11.197988,14.107878,8.627976,13.619692,16.458897,14.29103,10.720768,4.2253556,7.13043,19.89592,25.50196,12.923273,5.505419,17.137875,7.6011343,13.595579,258.2285
THEMIS2,34.738956,8.194616,23.22427,22.467592,73.773766,29.74108,29.8497,22.713438,17.829706,48.345173,31.515978,38.45601,16.046524,27.350773,12.437181,88.319626,40.692986,153.47116,29.099148,15.260113,9.346388,36.257748,49.90576,20.993973,13.404573,23.828009,22.47701,30.429531,45.221638,18.579329,39.199196,60.71599,36.713272,39.90981,41.535294,23.22086,47.107563,34.39296,9.445269,27.634485,9.577872,15.873161,10.602741,10.023258,45.73557,20.953703,22.68208,31.253273,40.94703,19.327978,26.038614,11.431427,17.027948,36.9285,15.05289,96.28312,10.313444,22.214464,21.583471,31.571966,28.057991,42.72245,23.343191,21.56844,38.148174,42.371426,42.443386,11.487829,12.628384,8.010843,57.98981,6.4203725,15.47714,16.103298,35.777718,21.954218,19.465044,20.617004,10.193232,16.067663,18.402494,42.576347,29.95749,20.64981,55.38862,22.130257,49.388927,26.740631,14.318338,22.620392,76.81949,16.866585,26.613628,45.117928,31.879614,31.295969,13.686918,26.381386,40.524048,63.837727,40.308994,7.7541575,38.264175,28.12052,35.08043,642.3706
LAPTM5,698.9912,255.67813,489.10715,446.4645,1549.1271,624.81494,566.5188,498.409,337.56738,941.59235,682.46326,726.2855,350.60736,523.1044,251.6882,1051.5107,674.2698,1910.6672,537.3527,267.91376,256.88318,788.80536,920.80493,496.9417,343.3117,599.3616,457.39774,801.60114,937.7777,347.43457,963.2873,1330.1909,870.2575,729.9833,986.5357,523.617,895.9615,822.86365,259.97354,453.99414,236.17969,360.96396,247.5413,375.96735,841.31226,461.57043,428.00156,736.1572,857.7227,422.3797,585.7871,301.71115,286.542,641.1146,285.1718,2056.5132,246.03908,409.79993,463.37085,628.183,540.1426,850.60516,365.04233,410.09106,795.08203,906.6092,813.30896,366.88718,264.6949,201.99905,1262.7378,117.97541,450.73944,414.21954,740.91205,431.83374,456.39066,458.7915,323.96957,362.96875,347.60825,770.83093,643.4628,573.861,1146.2075,524.6979,1132.4044,594.61993,316.9284,498.85962,868.84015,359.63718,751.6246,766.5055,654.12555,510.01175,439.7319,433.49228,819.4756,1319.2255,701.6504,210.95401,757.279,497.06186,622.2033,12491.515
