Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
CDC42,724.3644,329.7282,523.34607,472.77557,1560.6233,605.1681,560.775,563.27814,313.7732,1022.8629,800.7932,773.0907,373.88187,564.04224,234.27922,806.5768,596.13574,1645.2498,523.1459,268.71143,292.03802,814.52277,871.9579,508.50845,344.77393,653.7213,490.1759,851.2999,884.3933,383.81287,998.9581,1504.4346,947.721,689.0744,1023.6814,575.83716,1023.69666,854.20215,250.2511,546.67365,151.71526,385.7746,287.6346,373.54132,919.83606,459.61887,506.58212,683.45557,890.1227,507.35553,664.25604,336.90045,333.653,659.5194,309.75574,2137.9067,280.35214,445.72992,469.0111,655.73895,607.25244,904.2796,401.39212,382.01724,873.58795,992.06396,911.03455,351.16318,260.58673,222.78326,1251.2485,170.07172,480.37054,384.5789,784.763,491.13605,467.87344,497.16406,316.0219,421.57068,357.42212,902.68024,625.88324,578.7822,1177.782,588.4976,1095.1382,626.1035,369.3095,516.51685,804.8277,386.90045,725.99963,772.1238,657.9839,543.74524,361.0155,446.15674,937.09985,1411.6569,770.18134,219.22784,778.261,487.3725,689.28357,13204.564
ZNF436-AS1,39.31635,18.576096,21.478153,25.975245,79.24564,31.171038,25.482908,26.949125,19.334024,42.857353,39.750587,35.87003,28.449959,33.613453,13.207105,28.56057,29.693066,90.3211,24.421482,11.13319,14.500721,44.613113,45.27756,27.064247,18.460823,30.059963,27.28592,39.51746,38.61485,18.140568,52.721027,66.936424,38.933926,31.643143,53.204243,29.004213,59.583363,40.399857,14.371162,30.600788,11.061264,14.750287,16.880205,17.000349,42.85203,30.859928,27.727083,43.25697,54.97135,28.822979,26.481792,17.17039,14.890498,27.786348,13.0070915,113.500336,10.854144,19.91558,21.13983,31.115675,32.571148,42.9903,22.651014,21.20435,36.1762,42.06167,48.080166,16.707287,8.294524,9.516903,62.991943,8.964815,24.051258,11.218317,47.673717,29.892418,25.220688,23.84076,13.292203,27.203022,18.894947,42.48888,25.923143,22.635914,68.677925,30.977066,62.863262,32.207478,17.25954,25.23286,41.285995,19.637138,38.95868,53.765675,29.314522,28.150928,19.108479,24.310595,43.900867,70.956635,43.360237,9.997423,35.74884,23.781145,37.95455,626.72925
ID3,716.95325,195.96225,393.46997,378.4724,1484.5247,496.71487,587.7171,439.1438,505.37283,888.4196,840.6206,571.92554,383.71533,482.36572,229.60577,608.71204,1671.2847,2257.5703,591.3423,283.9783,155.4072,884.81525,682.0581,502.26175,370.77014,466.45685,428.2432,905.31195,695.68384,291.4874,931.34753,1182.4484,698.79755,881.1542,1661.8958,673.4869,985.7656,1210.7766,206.37984,457.51874,238.3908,253.37039,212.55142,479.72012,1042.0518,663.57227,356.12488,621.3327,569.98645,393.8916,478.7799,339.70648,285.0817,554.427,249.47629,2451.2124,196.53601,451.49512,277.8337,487.16373,616.17993,819.0937,285.09174,383.6219,757.7023,874.9318,789.0391,359.09625,203.95868,216.05287,1698.3176,91.47615,399.20505,284.15613,573.0748,364.15527,379.39938,309.4152,531.5115,402.81128,349.39896,749.69135,1442.3438,607.0389,842.56757,532.64886,912.85864,471.9099,270.93262,681.4717,712.18665,357.9535,729.3286,846.65454,610.7929,446.7089,468.80133,370.27234,736.3217,1131.2589,551.7658,307.99692,641.0301,423.5451,713.04034,11595.029
FUCA1,67.28077,22.985004,37.026947,36.277252,105.87767,42.665207,42.74337,37.54507,34.69137,66.723816,53.71842,44.63726,36.106537,54.79536,22.98273,107.164856,52.617126,157.41786,32.36929,19.933062,24.812866,61.79431,54.82596,40.315865,28.952715,50.84371,27.062847,51.213158,61.156914,24.65187,73.64418,104.63646,68.317726,50.553493,77.888,50.602444,70.98033,77.39407,14.914858,35.501583,13.47476,21.77565,18.984324,44.496544,71.79254,43.64288,33.186165,52.802605,83.11753,38.7762,43.423973,23.563173,20.796314,47.666996,19.375034,145.21303,18.21472,32.079407,28.294033,40.943718,37.477005,62.11422,26.504349,28.119629,62.586502,71.09626,64.40041,24.01909,12.709948,13.375437,91.68006,7.909724,31.406235,27.079453,55.735504,34.56314,27.906235,27.286282,28.185604,34.351517,25.030733,50.351807,40.828793,42.806164,62.543045,39.458466,61.70954,42.599373,24.288933,39.873436,67.50274,28.062092,44.638584,47.09762,47.536194,36.206284,79.92389,29.343166,56.283226,87.775764,47.633194,18.188581,51.669388,40.024548,45.006504,858.39514
RSRP1,265.40677,119.68322,193.15504,168.38864,537.40137,212.33423,196.13553,191.83687,126.64923,349.73306,285.04318,268.78357,161.64166,222.91698,86.7515,357.0015,252.82967,684.44727,185.42267,103.091705,98.60377,308.3721,298.8548,179.97275,143.55281,228.22392,165.63205,302.39685,293.15073,142.76291,331.7323,505.85565,328.05234,235.91792,387.13904,213.8863,364.47604,316.84396,95.05642,187.8916,85.58887,126.60246,92.201256,165.08951,346.588,208.0888,188.23874,261.02264,370.2344,173.11018,226.53973,116.36676,114.56777,241.77933,105.9305,737.76917,89.23207,167.75085,159.44363,208.33223,193.12228,319.7693,144.03712,146.77347,299.36606,337.10132,333.19193,128.2292,93.460754,85.308945,457.57956,48.838573,162.79883,140.79204,294.74756,192.80025,171.24202,164.98306,124.3582,175.06787,126.51182,298.02948,209.79285,232.14912,390.01627,206.23814,362.26147,218.30298,122.12944,206.09335,352.09906,138.15552,293.112,279.11792,222.50925,197.77747,152.51048,158.5222,316.14404,496.17456,303.09402,81.854126,287.2565,193.78731,238.37297,4514.9536
PAQR7,11.734117,3.514142,14.64995,15.346579,43.309708,17.583466,14.788445,12.581865,3.87765,22.75986,17.88371,17.762726,10.469123,19.862848,5.333313,16.119408,15.984219,35.376472,12.932911,7.9182014,12.719332,24.664822,26.261047,14.302421,10.20463,17.416683,17.470612,22.537645,23.780773,8.585918,30.999943,37.59793,21.158945,19.86485,20.999174,17.800737,27.449738,19.585361,4.730893,18.94846,4.9758134,9.32932,9.054203,9.881589,22.697308,13.401745,8.400719,20.438698,18.209095,21.778322,16.494028,7.6266966,10.721257,19.632908,7.133811,60.32639,6.592145,15.394331,13.6455,18.07329,16.316998,21.620502,12.465191,10.126123,19.160404,26.064283,20.343143,11.137056,5.08458,8.910701,43.567696,3.7010233,8.696369,7.44145,20.043018,11.675106,12.921267,16.468151,11.800939,7.8612475,5.3175864,23.972546,17.563332,16.512775,30.429932,14.290419,51.242844,17.145832,9.010495,17.574883,16.676363,8.779718,19.174566,18.483023,18.113176,21.169706,8.336308,10.485377,27.243423,39.59498,15.326269,8.339375,20.77444,12.921196,20.84457,381.4151
STMN1,1104.6113,487.94443,727.48987,734.37634,2131.5293,827.89764,844.48596,750.3814,559.9378,1422.708,1121.9685,1030.3318,841.2445,1223.936,501.25833,1662.8444,1211.6173,3080.7727,731.9426,487.53992,445.41528,1497.5624,1131.6536,670.5708,685.71375,1065.1085,624.36255,1196.0386,1318.0929,542.2111,1282.0448,1847.7136,1120.7422,964.90924,1524.0934,1005.4478,1503.9702,1411.14,419.86288,838.2977,331.63138,513.86554,560.5917,891.6617,1339.9628,1123.4518,818.35126,1251.9949,1619.256,746.2035,872.9575,524.0921,432.4175,952.77234,471.5576,2957.062,345.88892,624.18604,645.8904,794.95483,784.9978,1262.1694,572.13513,570.5883,1125.4141,1229.0142,1225.0396,611.5712,379.7586,362.47217,1743.7035,245.87637,659.1221,574.1958,1431.4293,819.38,659.806,591.188,454.49716,887.99304,546.6013,1128.7216,887.9312,1046.9619,1495.0944,809.60205,1535.1895,848.73883,451.558,904.907,1672.3773,597.82117,1124.6506,1088.6614,840.0232,732.9039,1048.3876,587.2769,1297.3745,1987.7368,1144.4998,504.68277,1111.83,742.6052,1014.8616,17526.188
SH3BGRL3,1703.451,708.66174,1072.25,1007.62537,3211.182,1207.1125,1192.8851,1179.1085,684.87646,2029.7836,1888.4866,1725.568,873.7479,1192.5537,549.94403,2203.9453,1472.0831,3568.009,1091.4198,606.50366,610.9538,1712.7556,1982.7104,1117.3436,897.6707,1816.16,1158.0391,1787.1019,1602.3892,880.2524,2136.5986,3658.4998,2772.8613,1841.9773,2075.8374,1235.5637,1975.226,1717.3806,534.9944,1106.6305,511.46976,743.0147,611.99805,805.8048,1789.2561,1016.80994,1220.692,1486.0297,2069.2993,1100.2327,1239.9268,679.28296,595.34686,1415.1284,594.7969,4450.3306,563.6751,913.9227,924.6073,1379.5156,1271.7921,1943.8264,846.6321,849.9092,1813.2667,2966.9272,1791.398,752.53986,564.3679,495.23154,2949.6177,311.90164,833.66547,882.26196,1577.4814,1022.4487,969.3832,968.84705,630.40796,982.29706,807.97577,1683.0239,1175.0232,1259.3181,2437.3152,1102.946,2251.266,1218.0999,720.8796,1188.336,1690.7766,865.33887,1685.4718,1810.0771,1445.0804,1146.4556,721.6154,919.59796,1816.3412,2794.6133,1878.0598,453.9365,1677.522,1076.7899,1490.5701,26472.7
CD52,365.4986,139.76276,149.1241,105.681656,459.16043,173.00333,163.62363,138.94907,132.20853,256.18878,263.29984,233.02982,153.61618,173.52077,82.77304,711.8727,337.77765,913.27826,198.55255,142.4525,110.15736,272.0515,223.20844,232.95628,133.31348,522.2372,119.802,233.12837,214.73312,205.05878,303.27847,866.25696,407.17145,279.94113,304.80573,177.21065,305.62332,310.7503,87.80245,165.52164,143.52945,110.56663,79.959854,190.5641,387.87827,234.2546,187.36041,218.78168,318.87067,257.85196,182.85497,101.31108,104.746185,239.03705,90.10416,744.6514,70.83767,147.40482,133.65767,168.01527,161.59027,244.21811,133.72401,101.46856,275.96362,888.9709,278.48596,153.68498,87.3502,78.3985,625.26166,51.504215,147.82861,136.17525,220.19495,146.08827,143.31711,130.26082,83.10262,240.23509,114.325775,260.7566,183.4299,229.58945,1342.0198,151.47342,339.50327,218.04971,103.036316,222.32191,350.67935,124.78372,369.821,218.99936,202.71236,198.99716,102.84242,120.81972,262.92346,379.48587,217.42319,124.4894,212.79965,132.82927,219.24333,3757.2231
SYTL1,6.8938518,1.367245,4.100867,4.1473956,11.069414,4.710721,4.636362,5.1848874,0.95695764,4.5030594,6.8241277,3.9802246,2.8922503,6.259706,1.0691136,22.026928,18.105318,41.218357,6.2981,2.6513042,2.6793845,4.0283217,5.0928903,4.5278797,8.866016,14.48327,4.4264007,7.211423,10.341813,2.7318087,7.0515156,15.886551,5.510361,15.284309,9.397881,2.7262316,11.870085,5.1902285,1.458225,4.168001,3.934988,3.5127077,2.265376,0.9542941,7.0567284,3.417859,4.646323,7.4197736,5.90421,4.9269185,3.8423932,2.8744304,1.5879592,5.719153,2.2501848,12.610174,1.3380572,2.731851,3.5854497,5.7883687,3.5975175,7.354649,1.8283631,3.1255052,8.501686,7.9842196,5.0842366,4.632205,1.659476,2.2117624,17.405424,1.3864086,2.9460864,1.4082224,5.229792,1.8634503,4.639711,3.7898326,1.261834,2.575106,2.3476117,9.01945,4.4350224,3.645703,10.209766,3.1051912,14.246705,7.7484965,3.1411552,4.5663447,9.957103,2.7843664,6.146248,6.59094,6.4336357,3.1787977,16.164583,4.5283303,5.9320602,11.518622,5.8085217,1.2657629,6.566077,4.7572603,4.873921,98.63664
IFI6,20.31756,11.165567,12.163645,10.828963,29.90131,7.4742475,10.308952,15.469217,6.2938333,13.671699,15.347198,15.622274,6.789727,11.665448,4.210951,24.599129,11.944255,45.6741,17.6344,7.446735,7.641718,17.460583,14.053437,13.737593,8.200378,14.926615,9.713625,11.689529,13.660798,7.95763,20.179695,29.9864,17.130304,13.569288,22.464033,9.929407,22.815302,19.260204,3.8401332,13.239756,2.9605238,9.571201,5.929669,11.386836,22.785841,11.350257,9.854958,12.612866,14.671616,11.862462,10.190853,5.5131702,6.262303,16.917671,6.3242908,36.56599,3.5980682,8.640849,6.735378,8.577112,13.542831,13.20083,7.976533,5.9121037,17.752914,23.74079,19.986998,5.8257656,4.5608635,6.321793,29.858334,2.736964,8.4944935,7.971707,13.741506,8.754032,9.797634,8.538264,7.8961353,9.713215,8.586004,18.15618,13.133031,10.1261215,24.905525,10.734448,15.525598,12.633802,7.086058,14.187595,19.649424,7.2635264,12.403845,12.05939,12.671793,10.638434,3.919394,9.064928,17.58894,25.5492,12.382326,7.4666767,16.429256,9.88651,12.205511,252.77386
THEMIS2,20.156593,6.7956567,17.92332,16.506536,49.62724,18.874104,19.108492,16.875957,8.747837,32.16591,20.302021,22.06894,10.321394,16.28685,8.467186,64.36796,28.927862,107.94655,24.749344,11.377573,8.137822,20.513096,35.566666,19.830103,9.459198,15.844754,14.883203,23.63543,28.66656,11.231757,31.567493,49.5503,22.87391,27.201164,24.637117,14.345602,33.382156,27.023403,6.6258063,16.32092,9.140751,9.249334,6.770089,10.599558,30.95925,13.9320755,17.187408,20.157381,27.304426,14.902163,20.011717,8.332533,11.4419365,21.804094,9.432289,66.53588,6.4502726,13.807272,16.386309,22.014477,17.792284,27.122517,11.696547,13.573614,28.0331,32.935608,30.586193,7.8469453,6.4844284,6.499001,39.06659,3.467378,12.246652,10.899662,23.31443,14.975667,10.722626,14.16226,8.771,9.012729,10.613249,29.285576,17.243273,14.006166,40.117565,18.232624,31.694569,18.388287,8.540728,17.259285,58.319736,9.31444,22.32971,23.65226,24.481058,18.847996,9.369081,14.051287,27.857117,42.74112,30.724522,5.9720116,26.06425,16.779474,21.98206,437.22943
LAPTM5,669.8882,238.69397,436.96625,430.54977,1395.4272,545.7583,500.48566,483.35553,298.64868,843.7606,637.8246,658.62634,371.39062,512.5477,218.10083,957.68634,610.0048,1841.114,483.35095,240.87714,241.65265,753.42676,831.20135,457.03915,328.35852,554.81683,435.25903,714.44745,756.06177,324.46872,838.2795,1262.6442,757.615,695.06274,880.95447,477.18835,817.08813,771.1026,214.99396,445.10883,206.60927,312.15204,232.50012,324.60962,775.5555,443.47037,405.48828,658.5434,807.7754,413.4566,511.95285,280.08133,292.83835,584.39185,284.08545,1911.4926,219.50262,370.73743,401.98697,531.70416,512.7825,794.6222,335.3231,352.8425,737.51685,838.63495,767.52747,324.98825,228.67029,194.87335,1195.291,132.7694,415.5613,369.19238,686.37494,413.63022,420.36597,417.42822,287.53064,378.80807,344.09366,704.20825,550.6054,534.7438,1069.529,465.62375,1025.0728,559.09735,295.84314,461.81708,817.17993,336.18826,691.1641,743.60315,615.0978,484.87766,417.1461,396.62988,745.31885,1218.5824,654.3463,207.31194,668.5072,440.31183,618.71216,11173.516
