gene_symbols,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
CDC42,1710.3259,632.5557,1352.3029,1073.043,4172.843,1630.5958,1535.0404,1218.806,811.5732,2533.916,1928.6853,1888.165,1049.145,1621.5188,690.551,1840.4183,1677.0503,3994.0144,1418.5442,640.8255,709.4836,1988.046,2193.6362,1309.5029,874.9807,1721.9656,1367.6259,2011.694,1968.2477,899.59314,2706.1296,3857.019,2318.2075,1952.8348,2593.7754,1554.5914,2474.9434,1759.319,570.6164,1333.9701,455.34677,795.84644,635.73425,928.3345,2145.8079,1251.3981,1148.9191,1603.9292,2097.0632,1342.8529,1663.0033,658.8684,1102.77,1880.515,732.81836,6234.7036,722.34766,1188.6152,1231.2549,1824.27,1784.6334,2678.829,1013.35876,1057.322,2189.2092,2438.8208,2259.2283,986.00494,734.3314,536.6686,3297.7395,393.23477,1028.4883,905.1483,1882.5544,1122.0557,1185.1796,1211.2444,909.3479,963.4857,1002.1192,2270.8572,1526.6199,1521.0632,2688.5002,1342.8538,2755.1313,1611.8649,997.6807,1376.248,1829.2948,963.81696,1913.4062,1917.5266,1861.8926,1592.3633,869.693,1230.8639,2284.6418,3277.5056,2273.3423,519.59296,2024.8794,1424.7823,1893.7587,34105.707
USP53,124.21753,39.817005,101.674706,74.7913,271.59656,125.16986,110.71235,101.70688,69.8824,168.62022,195.13312,131.86359,79.05398,126.06126,50.666416,115.178535,126.20331,287.3585,107.05954,64.5826,56.390396,151.32288,158.13771,105.40867,77.74432,137.0319,99.17079,150.08524,170.64157,58.06945,192.05652,310.53348,132.21487,136.5335,223.3039,140.2123,172.30038,156.90147,61.242638,103.070786,50.409977,72.78405,92.84015,101.13877,206.87508,125.63179,81.28476,133.85654,162.67207,125.93784,139.15782,62.978542,63.15138,123.33996,55.150856,438.3034,55.136932,75.15351,110.127594,120.83282,118.279945,175.58878,74.657295,70.36112,150.5953,221.70671,167.7211,78.321106,48.65626,45.089027,275.92633,24.33662,86.13249,66.225845,161.85431,115.45352,100.034,108.44013,71.81928,67.05576,70.61253,177.71985,117.514656,107.99825,252.47029,97.38024,298.87866,146.74059,71.924736,99.12597,123.05827,71.74789,168.4213,152.6355,115.32941,120.737564,79.51111,102.49914,163.69626,267.4796,181.23174,50.56481,160.04678,99.443565,150.73189,2335.277
HK2,28.88942,8.227198,32.525246,13.013258,86.031815,32.740807,30.5246,26.96347,11.651882,45.53383,36.987503,42.564754,15.759238,35.31709,10.393707,53.563766,22.662237,94.60943,28.395718,11.160484,21.724388,34.343025,42.94739,21.316097,9.904808,17.912579,26.875698,51.889187,30.365198,12.083672,57.449898,72.59935,30.456669,38.215195,49.74653,26.342125,46.180763,33.666214,9.990467,28.795824,6.571445,119.245926,14.807389,11.209476,34.281128,12.393457,20.164278,43.820747,21.520477,28.967297,29.66718,15.1841,15.298241,35.905567,17.651485,129.9191,11.039173,19.11485,25.157248,37.323257,38.973045,52.11507,18.840538,20.608467,36.418903,43.523296,50.771122,11.1375885,11.143011,6.5094714,56.33072,6.1993403,18.35754,10.889669,44.40827,22.620878,30.726023,30.914412,16.285402,17.384066,17.761826,46.20609,34.463287,30.792782,46.01367,24.321787,43.54231,29.299057,20.352543,26.126305,33.239002,13.449744,27.435722,33.014793,42.47839,29.549377,6.762233,25.808954,46.23731,68.507996,25.833885,6.8915796,39.35409,33.871887,39.10786,719.7241
RP13-516M14.4,4.8059425,1.0338647,3.3548894,3.4861555,6.670532,4.239598,5.2484245,5.763239,0.8155287,9.474246,5.0403357,7.09556,2.766645,3.823597,2.5161655,4.1282215,4.3487144,10.8106,2.0472527,1.2268584,2.1926327,3.556996,6.793468,0.3755073,1.9557801,2.2181368,3.8500829,4.919201,6.8788385,2.9165483,2.8603027,7.83758,7.3496065,7.043582,5.194348,1.5609231,5.416192,4.674967,0.60688365,3.362864,1.8013618,5.6976576,1.5683411,2.5545204,3.381921,3.6542437,3.5703423,3.5818393,9.810432,7.2039394,4.5485053,1.9352727,1.6518261,4.7493534,3.0283432,16.258013,1.807612,2.4287424,2.1709042,3.1233268,2.2402935,4.341063,2.9162538,3.7360244,5.014927,3.6187387,4.891928,1.3974936,1.4351274,1.7031375,6.0459423,1.4148206,5.3236804,0.88262737,6.9102306,5.9153204,4.9347143,4.946105,1.0225244,2.2813053,2.5343082,6.73479,3.0717137,4.6041665,12.502966,3.5954032,9.48164,4.9735866,3.1053944,0.8053864,5.8344555,1.6302407,16.834518,7.115896,7.8335915,4.81415,0.52027506,3.21779,6.2926507,14.017757,4.112269,0.7616291,6.926792,2.22518,6.079097,75.590576
TAC3,54.05237,89.91687,100.27936,64.50374,197.05554,69.89948,69.756874,99.54521,56.038666,161.94083,85.15224,112.045876,58.916447,96.5466,37.19675,40.47197,53.516586,176.09338,65.35644,43.156143,82.89548,130.8152,160.6379,71.699814,48.654026,58.485397,63.173584,105.443115,138.67125,69.466095,97.46544,151.70097,179.36636,57.44095,129.8883,88.28166,135.24893,112.2636,32.89228,77.20332,16.320038,49.778023,28.103905,77.78228,75.03571,86.31939,91.27117,134.48184,185.5727,71.22036,63.05303,37.434948,40.038036,81.62174,37.313633,327.8376,39.097744,57.95926,87.07001,82.665306,65.23348,112.90196,50.336483,51.861343,131.43336,114.768555,129.03546,33.83356,27.070198,45.07922,116.288895,27.462168,43.45837,57.385647,182.47313,70.737656,82.56604,70.70204,49.204853,58.09783,47.713295,109.34057,99.22159,150.72665,170.93176,68.72347,87.71557,163.26546,41.375256,68.68323,47.308064,57.493084,151.15454,93.32134,101.41637,81.15247,64.88762,67.33313,110.94769,192.3505,127.47273,18.84202,127.52147,52.614204,90.56677,1723.9097
BSDC1,425.1432,215.93051,316.96866,326.35693,768.4489,303.8241,356.51718,287.33643,210.26547,564.90826,397.43152,460.68994,321.87878,459.31598,227.73456,487.7378,410.09,1078.8346,303.4997,204.82567,197.91145,552.46796,515.4082,308.4923,263.4212,380.43555,253.53908,489.79477,497.36462,238.95833,551.67535,728.0969,466.46094,422.20874,581.633,407.5472,583.96423,523.0487,173.55421,318.49536,152.95706,193.53987,288.9423,250.13474,547.2084,337.7122,310.00168,479.5146,683.471,536.66614,331.88422,200.96545,180.40837,388.5963,174.08879,1093.3002,160.72948,262.28995,266.41272,327.57663,306.6909,463.1008,229.31125,214.66147,462.81592,542.1557,512.704,215.61632,186.01042,221.52736,589.4419,84.022675,245.60228,244.48946,507.7216,363.57733,312.7725,321.14233,177.88553,239.59825,224.71524,462.1786,392.77435,430.0288,638.01447,364.5158,603.1971,355.89014,159.97781,326.08978,635.6107,225.86899,493.04608,448.69406,397.5663,322.75415,262.77155,282.21387,513.825,826.86597,485.32013,160.06686,439.11017,282.51544,401.78867,6990.264
HBD,256.2288,159.18527,215.84622,245.0786,616.3848,262.75912,199.6427,323.8391,103.47348,427.61264,300.2817,369.70407,120.11905,204.80075,94.26184,126.34845,167.29521,363.8,157.2854,66.506134,87.69403,284.97195,476.39587,169.11224,118.2918,155.01935,243.81662,157.96744,649.67236,163.89287,445.19476,378.27747,698.666,240.4677,241.33365,149.24925,279.7712,205.23395,66.14944,208.1145,73.922424,171.67896,56.138824,194.61624,452.60614,266.69824,342.93994,249.94296,788.56604,365.36917,318.2273,185.95998,224.88702,274.34628,112.603386,662.63696,100.63654,346.80927,245.05638,341.638,169.30612,300.0734,144.54968,153.72821,356.70422,154.07101,650.47797,174.02669,81.10675,43.415108,361.9737,60.180645,183.27002,152.88629,301.70056,307.94437,268.40738,223.89769,139.00854,233.4533,173.19165,347.54327,207.77347,450.63544,249.605,300.33307,307.82343,272.39014,149.19724,184.6809,661.05304,160.36475,476.19595,358.61935,251.44238,267.5644,126.18948,159.83649,477.42322,643.9188,318.47147,72.69031,422.65417,206.86403,503.6665,5141.8174
BCL2L11,123.90555,50.157368,77.968864,60.645065,218.6545,295.8728,71.67359,60.658695,45.243324,143.09723,125.94016,104.74161,53.03799,79.704926,35.09931,149.19193,203.78893,416.8485,105.097824,38.04025,28.233212,97.146225,108.01429,60.48433,45.17909,120.83636,82.524414,104.41962,123.83303,39.790085,123.882774,205.31024,73.3517,153.81842,112.07898,72.37679,155.69574,129.80319,41.202316,98.61283,47.05084,47.60365,39.04213,90.30248,109.97216,89.85517,60.248436,155.02882,76.029335,41.271923,92.46484,38.789307,57.813507,117.9773,47.110542,177.07712,48.97817,54.554607,88.9169,98.05536,95.140274,153.61282,58.437084,59.196484,116.80232,119.773674,128.44054,72.07589,33.032738,40.303055,291.81122,13.360187,47.18267,22.675615,153.07428,56.83149,73.763954,58.704456,38.73021,113.335526,38.574265,133.75824,84.55812,62.4367,215.27414,67.583954,194.38437,91.585495,56.33628,121.91083,148.41443,62.858017,59.143238,136.05577,115.149994,77.93026,35.748825,80.48198,148.68155,182.68134,65.46854,28.701628,124.29976,82.56656,109.75053,2037.1384
YPEL4,14.185474,4.794139,3.8403282,4.451962,5.975927,0.2101116,2.210127,3.1312451,1.9554069,3.9976845,2.43457,2.111442,5.187147,9.111224,2.727659,6.287553,3.575538,11.955459,6.571954,3.9635358,5.2226777,9.831762,6.5747557,3.1946204,3.029548,9.152352,2.8069172,4.0287976,3.3013136,3.6597226,4.5287833,1.7615147,13.542509,5.222209,8.899123,8.071392,3.8402739,2.7960367,2.5687122,2.863689,1.9049088,2.0326917,3.3793654,4.763904,1.2435504,1.1374221,2.086678,4.7506666,21.800215,3.1305661,3.9636476,2.2902913,0.9703663,2.9543433,2.1452858,8.195928,1.3596097,1.9113702,2.9771125,7.1930213,4.5085435,4.811798,2.8987985,1.8366413,4.246575,2.1755311,4.2663054,1.0900222,1.307029,4.6153603,10.876677,1.2821181,1.2817795,4.034908,7.1436596,6.3189864,4.2872095,4.046623,2.7574124,6.495202,1.336416,3.7804613,9.800473,15.005303,4.971679,1.7312119,9.414166,6.910805,2.8151662,6.4158716,10.255155,4.4089165,6.653699,2.4039683,1.1757404,1.9797654,3.1257641,2.9082096,6.053373,10.274967,7.5545893,2.7583504,2.6297526,2.7803216,6.076055,53.822464
SLC31A2,10.228416,3.5820231,4.2658854,2.0923252,13.790995,4.2983584,5.460022,1.8744488,7.6365385,8.45748,7.661883,8.577682,5.492217,6.4672675,4.807871,42.346497,13.232692,58.815212,8.658706,3.3492513,3.4099429,8.978006,5.431399,5.2011237,3.6777956,9.080325,3.057057,4.8917847,6.601822,2.4971728,8.129333,12.994732,4.5632997,11.572747,5.9558,12.073465,6.7060013,7.309465,1.9107957,4.296237,13.264793,0.94313794,0.8743179,3.0361319,7.8263516,3.3607786,2.550226,5.0693173,11.687615,2.394877,6.1628404,2.1270502,2.7888975,6.5620184,0.9817869,14.762678,1.7820646,4.482358,3.4917755,5.130404,5.4049087,7.0456715,4.665977,3.4625525,11.647318,6.78075,10.49942,3.26942,3.7941916,1.2406908,24.803247,3.5692325,3.1924767,2.1086762,7.90869,1.602863,4.099448,4.3368406,2.3995333,2.689032,3.8899975,4.9522696,4.808519,5.4480495,8.285509,5.6869555,8.085005,4.488397,2.642413,5.6177464,12.864544,4.9777594,4.179345,4.9986925,6.756961,6.1329317,4.809502,3.7965133,7.2059665,6.4358916,18.139307,3.7175312,3.5709772,3.9288735,4.372576,103.62329
TKFC,106.081726,68.17327,95.27043,77.73353,204.41202,95.06568,92.51908,110.937485,42.081703,139.54546,66.43963,139.34477,77.72287,113.58435,51.661236,49.107796,62.848587,100.09625,59.8661,45.091957,67.15711,125.52907,155.58562,70.98488,48.00936,96.44975,65.29012,96.73627,222.67351,74.91153,180.23969,138.27046,163.49889,83.220215,146.89606,83.45478,123.40578,88.51909,33.49484,97.197876,14.721297,48.39179,55.84656,42.200134,91.18642,67.01028,87.89826,119.56463,186.71811,94.42684,86.001755,49.57449,44.29508,112.43545,49.065815,264.56055,40.682068,45.423576,73.080795,99.1107,71.25439,120.29958,56.491035,62.63681,115.15869,82.98246,134.40994,39.755203,36.23591,24.050625,108.03612,21.481272,75.68035,122.23148,134.12605,109.84988,89.9627,119.06088,28.298357,63.086025,55.54135,97.11583,79.875145,120.12376,228.72115,85.67392,105.682495,139.94499,35.12569,69.65923,104.77848,52.6772,129.84537,89.009384,90.67436,92.34369,40.031044,65.79997,145.61308,253.93684,163.32318,19.35757,150.55217,67.47626,118.074005,1914.1826
AVP,744.6139,91.93752,367.07703,678.9279,842.92725,378.43628,380.55484,331.42355,152.55867,804.53815,214.23796,678.16235,519.5451,674.027,394.68808,168.24466,263.31094,708.5915,262.50473,107.3701,207.39618,1036.1729,448.15173,305.69315,153.82071,237.74515,246.47217,427.52875,888.73474,265.4954,595.2127,542.28424,221.35834,351.47015,1237.15,813.2471,551.2905,358.74603,264.44153,359.9898,83.23433,180.90901,197.53627,168.49173,386.4635,179.81755,248.05367,953.62897,1452.621,146.05519,252.8932,116.232185,206.163,450.52322,172.74481,1371.6427,202.54242,86.17479,291.78882,849.96466,267.69882,595.7546,311.26694,285.72437,475.80957,270.76575,524.0585,101.14439,183.45218,237.62657,778.9534,76.51672,216.40462,317.00342,1113.9271,272.23044,218.0029,284.078,152.8842,248.72624,277.31427,336.12732,327.7301,329.93445,543.0615,306.16452,282.04205,410.39935,165.40955,196.6471,402.0647,230.45741,396.9816,22641.6,576.8893,366.57428,7141.704,338.2341,665.9169,914.59326,507.6529,116.7611,533.0007,220.85901,595.31555,8403.921
MEIS1,2.761714,2.6490622,4.3948765,2.8237178,12.578232,5.8669558,5.1526613,3.8804777,5.5320673,7.164836,8.679022,5.6212354,5.2429256,5.3518806,1.9032696,5.0860043,5.9037476,10.698626,3.9846635,3.4732127,1.1369462,5.268725,5.9760776,4.6307297,2.3046558,5.800392,2.1207228,5.4670944,4.428077,3.3348944,9.063583,16.392847,14.851146,5.6572313,9.478836,3.1885934,8.6470175,9.71627,1.8840297,4.0858393,2.2158785,3.17451,2.3525872,9.914524,20.328777,3.9892466,7.8792443,5.3871875,5.04807,5.320053,5.7161627,1.0143747,2.7561195,3.939773,2.5446854,11.750229,2.8858142,5.0199842,5.1525526,5.7424912,3.0230384,4.0559874,2.4438443,2.51754,4.971068,13.275594,25.719522,5.19127,1.6038301,2.4951174,9.9211235,0.6976824,1.7418764,4.1433163,5.8478613,5.202977,5.465066,4.3182516,2.827478,6.219283,2.272722,6.900255,3.5807426,9.999611,9.818585,5.0411315,7.501916,7.390134,3.6461267,6.6646748,13.756341,5.4382977,8.819168,4.2626276,4.7980185,3.4202313,1.9574126,2.300471,8.679801,9.927462,6.225979,2.9621358,3.8054078,3.2025025,4.414686,96.04644
