gene_symbols,Basal resting,Suprabasal,Hillock-like,Deuterosomal,Multiciliated (nasal),Multiciliated (non-nasal),Club (non-nasal),Club (nasal),Goblet (nasal),Goblet (bronchial),Goblet (subsegmental),AT0,pre-TB secretory,Ionocyte,Tuft,Neuroendocrine,SMG serous (nasal),SMG serous (bronchial),SMG mucous,SMG duct,AT1,AT2,AT2 proliferating,EC arterial,EC aerocyte capillary,EC general capillary,EC venous systemic,EC venous pulmonary,Lymphatic EC mature,Lymphatic EC proliferating,Lymphatic EC differentiating,Peribronchial fibroblasts,Adventitial fibroblasts,Alveolar fibroblasts,Pericytes,Subpleural fibroblasts,Myofibroblasts,Smooth muscle,Fibromyocytes,SM activated stress response,Mesothelium,Hematopoietic stem cells,B cells,Plasma cells,CD4 T cells,CD8 T cells,T cells proliferating,NK cells,DC1,DC2,Migratory DCs,Plasmacytoid DCs,Alveolar macrophages,Alveolar Mph CCL3+,Alveolar Mph MT-positive,Alveolar Mph proliferating,Monocyte-derived Mph,Interstitial Mph perivascular,Classical monocytes,Non-classical monocytes,Mast cells
ABCC8,3.0326965251353158e-05,2.7399445312803664e-05,0.0,0.0,0.0,0.00027206324312450297,0.0,0.0,1.771755874153072e-05,0.0,0.0,0.0,0.0015851822169797066,0.003209286899957832,0.0,0.013521667314738249,0.0,0.0,0.0,0.0,0.0,0.0011436791089961965,0.0007893630371940106,0.010300020791016619,0.007547719390088299,0.06996436620939925,0.0036050002699542717,0.13162670773073717,0.0012830354871380858,0.0,0.0,0.00040570171152927583,0.00044937447619649613,0.00015315269762872328,0.013614265249831713,0.0,0.0,0.003142364470100572,0.0,0.001357032372451132,0.008425320482487234,0.0,0.0003874898484109226,0.0009376559377019098,4.7746467968069155e-05,2.5972898115435515e-05,0.0,5.828842838138297e-05,0.0,0.0,0.0,0.0,0.001057325693956052,0.00015643454715728907,0.0,0.0014892672688697137,0.0,0.00047795277378223536,0.0005426794644566243,0.0,0.00027405649140307774
CX3CL1,0.17453687420230654,0.21357439767928704,0.0628292841077469,0.06243065550581951,0.09703988399342248,0.12192602293439571,0.18882398684514262,0.13058368294752773,0.07388367276541365,0.07523621398280035,0.2951739822930547,0.047906286487488514,0.3152125673761662,0.02307894528299121,0.03424110028795924,0.011592697353636482,0.007918700590128691,0.021119696460536894,0.006774978377543198,0.2214199604135037,0.005242164293285693,0.00838810535235664,0.008926561274057119,0.34619800011393564,0.8933832499137506,0.7526427718064503,0.1614296240221764,0.22737838488525447,0.012176233335236939,0.0,0.0049626946067073,0.04849728160432463,0.00733540492819949,0.009788163240198187,0.006275983405116966,0.0070959295189087735,0.05047611742508133,0.058324308837601965,0.011725077011183877,0.09387174313369019,0.001433431005225864,0.018817614578653687,0.003397135646699935,0.014639728538382442,0.005435889430289689,0.007702439272460682,0.005917459185368677,0.004643272519130027,0.006253468664527742,0.005565234307656578,0.02776103977867698,0.0038470451646776135,0.0048923941464672225,0.009156525542275962,0.008951674256387673,0.003591844880588013,0.0017711624416553442,0.003696347712737828,0.00714220444281585,0.0036837684271566746,0.007775680998725258
TNFRSF12A,0.3036024892191968,0.3184423277997643,0.4767631996711543,0.1066387155968499,0.08655068354954139,0.10942563923036934,0.11906993980192052,0.07748292596971773,0.14777609624117244,0.35218253145505124,0.14454532524603642,0.4544711799773996,0.4038375727261568,0.11393585806031999,0.10273560569120761,0.18203750015397557,0.0026045722402208886,0.016783347208749057,0.026269969528562455,0.3252664354144248,1.0243760897161345,0.42453381613302144,0.6658575518600918,0.11416958576681883,0.3881042719805374,0.15691713340563554,0.06420942121801161,0.09149377383293138,0.13735018983359593,0.45777430817822246,0.045410143601260944,0.16203906590993195,0.4076964869859635,0.5084541313620211,0.05970211025370856,0.42870771591590384,0.6490989826055321,0.3390636251834559,0.4781899405357142,0.6442076793350698,0.5272954058540225,0.04326124428361281,0.026575494821123417,0.03720672427219757,0.035734997799479244,0.039032714501728724,0.025334251902943916,0.028351288748657145,0.08489348707623692,0.09607449447466812,0.023592848931340955,0.008321712604889035,0.08142614535950962,0.19275262911378976,0.2617031733820721,0.0685205472214425,0.09756260006544439,0.07523574700620093,0.051313236094000736,0.03332732565681004,0.19752328516912515
PRSS21,0.037938610240901914,0.028868614280893677,0.02141254751976646,0.006677163810612988,0.001862685932140443,0.002310903266348793,0.012390066284599098,0.0033964609053224334,0.001656389040072983,0.01209178994526937,0.023884272519466006,0.007156820347833571,0.02374280308674228,0.0013797135720591861,0.02003297055143205,0.0014548921384341877,0.07073315578933269,0.1605171425618412,0.14444798389305757,0.06715977368877597,0.0012830241977259491,0.0036915640363603362,0.006899257396571741,0.002915576448017901,0.0015170498507507495,0.0027195326952774127,0.0009817689152275242,0.003894357971088302,0.004150915750346134,0.0,0.006311391191124326,0.0,0.0020059150787548434,0.003213408883444388,0.0014753073881248312,0.0,0.002545271088102005,0.0036707560500632494,0.0,0.0,0.01200203965575247,0.1368535950756022,0.0061050727357360775,0.029694551017455315,0.00877586843568966,0.01062831851712318,0.01584520386190637,0.010378238097426938,0.01616650065736309,0.008332840704870531,0.0019583779038782616,0.004621865476513927,0.17849049351532142,0.14712286094918353,0.05825793757516333,0.14141022657523697,0.04985040885395139,0.006316138042066282,0.013028897649612793,0.013500713603170856,0.022985766058931784
PROM1,0.005935281602703341,0.023347453532415845,0.005424896929430272,0.30097989190036806,1.2719170451396036,0.6707648393285727,0.11846199137450147,0.07733776540122267,0.27186835983057245,0.38030430026545353,0.38681929859123826,0.008887749607576394,0.2339966437580366,0.11325377206340684,0.11231849020256815,0.25838066600366916,0.22637356924977758,0.4142753432171139,0.3578589116199403,0.753468787227195,0.000506468872278093,0.0010846034209522743,0.0006172291395491458,0.001195960929339272,0.0015999287940434658,0.0014196611008437607,0.0075111734221187726,0.0010802479244491879,0.0010873077192733356,0.0,0.0,0.0170042429926539,0.0004318709261353309,0.0008764576852498311,0.0007369908352280935,0.0,0.0,0.004992740356632759,0.0,0.0,0.0,0.16622849644810428,0.007967512057573104,0.011502967572821295,0.007616543284518455,0.010722989633708017,0.00874418562443182,0.002106703160925136,0.010656868305770506,0.010682598735466106,0.0,0.00768513458101902,0.0005989411956693554,0.002426420097639341,0.0,0.0010895174836964697,0.0007019220253950179,0.000401087796027418,0.00314013745174042,0.0009306867764717554,0.04566769008344565
NOS2,0.03839377228405048,0.0758625852093106,0.0034249647262358214,0.014510453104167174,0.07701722382511214,0.005213482618477875,0.07539998923790646,0.12707108037520712,0.05625397277055345,0.04830684017805122,0.011834913598466626,0.0,0.0008095796567748759,0.013737027770455547,0.2520737968077013,0.0006805226134271397,0.0,0.0,0.0,0.00833743692586388,0.0002512836639851393,9.95244717919723e-05,0.0009762058833808862,0.0010536841411767344,0.06637376223872368,0.0031609912936984047,0.0016408829284629465,7.542722438156412e-05,0.0008186852573771083,0.0,0.0,0.0011483450799247227,0.0004611613149575431,0.00027297179252510907,0.0005483020475582606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038103270383477237,0.0011791070130660758,0.0007142353875568455,0.0011479402250501806,0.0,0.0003102951949652507,0.0,0.0005374356302140119,0.0,0.003046254655633238,9.349405049118202e-05,0.0001073721642882137,0.0,0.0,4.954910584939897e-05,0.0,0.00019226038116247623,0.00018747548416706776,0.0011180719103868226
DNAH9,0.0051392167185866835,0.008334725198662418,0.002717936390418887,0.34995059952168883,0.502997100424871,0.7528585599508452,0.005267392851606174,0.006905751316656466,0.04320431109244005,0.01995174992984688,0.023604737584049813,0.004750488562517479,0.007294784073819796,0.01204921976646441,0.005991697932206336,0.011079095019565026,0.0013502249967372593,0.0031955397399743464,0.004417393555407201,0.006691458443433433,0.0023309293842733343,0.0015611086086824214,0.0017241110178166689,0.002498576855381658,0.0004931747970087963,0.0011678380064988922,0.0055217471791664165,0.0014768410847061937,0.0020108602113821598,0.0,0.006933119545983427,0.010542296108053295,0.0028003933365524153,0.003917638541129736,0.00103367836132966,0.002249795701392589,0.00277747365272096,0.0031324311237183673,0.0051569595340141905,0.004331836817222936,0.007547744702297337,0.0,0.0045089951395395934,0.001728959979593622,0.0038896119687288713,0.007513769484062208,0.007357106430995312,0.0009629336709874409,0.0036052169666916734,0.006347262540699995,0.014243597717839594,0.005799047209144067,0.0006844661988496462,0.0008197806842446058,0.0005957936605984739,0.001160166170278844,0.00094243818629152,0.0007786445186919979,0.0030749295870046442,0.002129854850295874,0.002526413892576957
MATK,0.000640456539618802,0.0008974844322772463,0.00021129943950022565,0.0030246298289225856,0.0016284990928095854,0.00737340084827488,0.00151295826221642,0.00027001841239220384,0.0002786037682958786,0.0018033566291156184,0.00313471428463423,0.003860216516500069,0.0022558805399046054,0.0031742655162392774,0.005769451197539894,0.0,0.0,0.0,0.0,0.00026101116505051016,0.0014068228850501498,0.0028194264862621585,0.002352708197847126,0.006935152061783569,0.13511490814097105,0.05474364176885701,0.0017045030040135983,0.005315463427951589,0.010690190583340836,0.0,0.0,0.0002943946354497611,0.0061170418033296165,0.0024565880518369575,0.0008901141053832078,0.003497269579509517,0.002800348055313578,0.0049821455617414375,0.0,0.011905766828504678,0.008083518053261166,0.26063951839529026,0.025202775341006043,0.014208144586016465,0.11080506927115215,0.32471777735125024,0.2626524736674164,0.6971985079149428,0.04388267446154139,0.05709264336058642,0.014276032454356567,0.013468938016227854,0.01806947545815949,0.017219444164410305,0.06641538213853088,0.015309294090387756,0.1231678133916336,0.04211557553675905,0.021541267825629772,0.056846131304782714,0.2706229922483075
CD79B,0.0004846597257609038,0.001018485132256582,0.0003145827456387255,0.001954344447345594,0.000165785753283588,0.0012538776415632377,0.0008723398047596642,0.00010581311314847338,0.00018820248390617904,0.0014135522069968175,0.002172186448562716,0.0013340495794785469,0.0010806762697938225,0.0015243565322370619,0.0,0.003896601130396256,0.0,0.00030083409847103914,0.005672990621919111,0.0005388388818434103,0.0016544366007055177,0.0014074046268547679,0.0028032180262700275,0.03756146411500788,0.008426851474885411,0.010152037455238487,0.29689136218655826,0.02357070471591252,0.005792958065124167,0.031421123771996254,0.0,0.0002536511691718863,0.006903498109214733,0.002456110885933952,0.012467113367600353,0.0030782399884737655,0.0,0.007979700018741239,0.0,0.0018988519214361804,0.0,0.08542537981304045,0.8377944894817052,0.43523024994219117,0.07830434259849159,0.03427995642173019,0.08374603975085122,0.1755094667709839,0.011468449694074052,0.015387986247535568,0.03428928366285612,0.0132739195980843,0.0023586202584874095,0.0018182133997437498,0.0005792698050392428,0.0020710299765127477,0.006507618196402346,0.013433968028469447,0.03111089396365457,0.1853700188045385,0.05782446361017105
TKTL1,4.111305015237005e-05,9.80478536735716e-05,0.00017876782251747826,0.0,0.0003110110761970689,0.0004822148181822661,7.200774007745478e-05,0.0006609024156942064,0.00020694815260635888,0.0,0.0,6.807507558467586e-05,0.0007642264370921317,0.0,0.0,0.002000232870816448,0.0,0.0,0.0,0.0,0.0,0.00019378528663699788,0.0,0.0,0.0004799250398488934,0.0007512669510905483,0.00028758159676656425,0.00029730569954493976,0.0,0.0,0.001129663552024818,0.00037045143941472254,0.000463733751502721,0.001014285865849847,0.0,0.0,0.0,0.0031177768797249327,0.0,0.0030563259981521503,0.0,0.0,0.0020812977602168055,0.006620645878326781,0.006852118594066629,0.01013817739203363,0.020142455373504516,0.1085260305372103,0.0,0.0026822218935415114,0.0018960268967657455,0.0,0.0005333473589059873,0.0007558797520125165,0.0,0.0009759729905737763,0.0034856005445158145,0.0011882564579509714,0.01063377557911901,0.009666909281324201,0.0019939084470162365
SELE,0.0008844930876543556,0.0009301943309155367,0.0003142566888185118,0.0008370043730037874,4.75926160373149e-05,0.0016777255454024304,0.0013654260392352777,0.00155442188730322,0.0012066801101739248,0.001796855945925253,0.0,0.0,0.0009044327480749082,0.0024179591608556542,0.001531434554856299,0.0,0.0,0.0,0.0051983142015675455,0.0001638337188141939,0.0009089053966311085,0.0008107872884061714,0.000994080230561344,0.0310528201588673,0.0021905766960570614,0.01308746803552376,0.5485243814310939,0.46024667800648356,0.004823564788290836,0.0,0.0,0.001100001114874813,0.0010671207756648632,0.00035269807865717493,0.00042901937201779514,0.0,0.0,0.0021609100958132443,0.0051569595340141905,0.0,0.0,0.007013387596033845,0.001449326899629307,0.005286329996512819,0.001440300746631829,0.0021808726335403768,0.0013745716128892433,0.0012427055811885222,0.0,0.0009035635819305305,0.0,0.0010641392541141219,0.008858385892401616,0.0014948343683551068,0.0,0.022014709336309356,0.0010108670847632005,0.005232223725035333,0.004314149892492261,0.0006313893525495957,0.004593727942020992
FMO3,0.10361895319634684,0.16067474193849518,0.03902832760648837,0.14475185332195725,0.6019655551380303,0.09980615242066691,0.17129738194106406,0.32780807919746857,0.22602680391819086,0.05560799201468947,0.030289092011740237,0.00932927084848247,0.08422057023485365,0.021354358096231322,0.044894829173627096,0.006231247896703104,0.0,0.0015828382366422985,0.00827109218728557,0.03163351220174535,0.0014000580009044963,0.0006946303016330754,0.0005735373184112097,0.001565933235672877,0.0,0.0030231366213305725,0.0018609611878902133,0.001135887026338616,0.0030944974718424677,0.0,0.01354273269668011,0.16553512834040945,0.05591661048610651,0.2139903245429732,0.031965866246265615,0.011010857074304188,0.14037798193481446,0.06659693730635481,0.04221899841443436,0.062004759333736635,0.004537837260706637,0.0,0.0022055762887680957,0.0038213820878671527,0.002663443660362133,0.00521481653684901,0.002823086346743909,0.0008809811787469826,0.002387737493149336,0.005701133342258109,0.0017098261330340304,0.0024874850974979084,0.0009401178829347393,0.00011841621685512659,0.0,0.0,0.0004112563942444645,0.0009594757829636305,0.0013551597952878496,0.0014091141298512213,0.0020806349058302073
DLEC1,0.0038330467446131807,0.006242826889957668,0.0029142914817520287,0.2981683897206111,0.3292396604126278,0.4928697321873993,0.003330193994381064,0.0059898390081847604,0.03080395502306254,0.032387007741252305,0.0016039208810468908,0.010370140683668604,0.006777740738906555,0.012178876507176476,0.0075819283118175596,0.0005873412275536708,0.0,0.013141560957452567,0.0035880331586063026,0.006878497307930983,0.008050407279365476,0.003687116336957678,0.003233158900816179,0.0012212658103489618,0.0020513041675307444,0.0014591307635498062,0.0029767167294866962,0.0009892022157088017,0.0007648760181447467,0.0,0.0,0.008774516379856932,0.0014973792892543176,0.002741966374015251,0.0010843662666286725,0.0,0.0012050953161928217,0.002072627799820217,0.008681901763969354,0.0051752856774874,0.006806746124737867,0.0,0.003363305820845587,0.0045777063993137895,0.005263056696713825,0.006544934823081349,0.0015030343457478066,0.004616372910005321,0.0,0.006797326078368977,0.00308944259501801,0.001122585562301388,0.002665137171462109,0.0031338759889215145,0.0,0.0009081528629331096,0.003679031702063975,0.003558456279002326,0.004833602495695861,0.0051615042412913896,0.0020078449524876664
MGST1,0.9701732703909102,1.5937177854716185,0.9490164538989887,1.006955858002093,0.2892324385856477,0.5545617332514745,1.750869645600537,0.8082378088043469,0.8387408065486854,0.9869199010051493,2.3271513181408814,1.9908164720094952,2.2195589189590517,1.2327450952098717,0.6138438299845608,0.31970553512917954,0.26882315411541163,0.2720514186584197,0.07011944717845367,1.4074359227482733,0.8628078231534261,2.4421373509950826,2.417501863185482,0.0499839947891461,0.024053978445000592,0.03208139056278512,0.035417139835323984,0.0749982228696887,0.21612998169881983,0.5392644778446603,0.037302788458344574,0.2203296781869935,1.5621798143442358,0.41453612796604916,0.027176985247570097,1.2689531794989577,0.06580322799229364,0.05037641596451388,0.021740230563257752,0.031031442163207672,1.770840381628775,0.4177253536297567,0.03468091056571032,0.10381546466057691,0.05021468689493194,0.05785298984297298,0.0696859275114512,0.03719514497526234,0.32458032039261453,0.11831846939060328,0.07309592786296021,0.08410025679038222,0.6936674214260392,1.1668029023191184,1.1647848672857959,1.3016551766823632,0.5397252556818962,0.1743236067995161,0.5526186686087837,0.19110630548597043,0.06336837042947423
